Employee_ID,Name,Department,Role,Hire_Date,Month,KPI_Score,Attendance_Rate,Attrition,Tenure_Months,Manager
EMP1235,Richard Li,HR,Associate,2023-01-05,Jan-2024,70.1,90.0,No,33,Jennifer Guzman
EMP1235,Richard Li,HR,Specialist,2023-01-05,Feb-2024,90.9,89.7,Yes,33,Jennifer Guzman
EMP1235,Richard Li,HR,Senior Associate,2023-01-05,Mar-2024,64.0,88.5,No,33,Jennifer Guzman
EMP1235,Richard Li,HR,Specialist,2023-01-05,Apr-2024,74.3,99.0,Yes,33,Jennifer Guzman
EMP1235,Richard Li,HR,Specialist,2023-01-05,May-2024,79.3,92.2,No,33,Jennifer Guzman
EMP1235,Richard Li,HR,Analyst,2023-01-05,Jun-2024,82.4,92.8,No,33,Jennifer Guzman
EMP1235,Richard Li,HR,Analyst,2023-01-05,Jul-2024,81.1,88.0,No,33,Jennifer Guzman
EMP1235,Richard Li,HR,Specialist,2023-01-05,Aug-2024,69.4,88.2,No,33,Jennifer Guzman
EMP1235,Richard Li,HR,Specialist,2023-01-05,Sep-2024,65.9,99.0,No,33,Jennifer Guzman
EMP1235,Richard Li,HR,Specialist,2023-01-05,Oct-2024,91.8,86.3,Yes,33,Jennifer Guzman
EMP1235,Richard Li,HR,Senior Associate,2023-01-05,Nov-2024,83.4,98.6,No,33,Jennifer Guzman
EMP1235,Richard Li,HR,Associate,2023-01-05,Dec-2024,75.2,87.3,No,33,Jennifer Guzman
EMP1236,Christopher Mcgee,HR,Analyst,2025-04-07,Jan-2024,88.5,87.4,No,6,Jennifer Guzman
EMP1236,Christopher Mcgee,HR,Associate,2025-04-07,Feb-2024,59.9,99.5,No,6,Jennifer Guzman
EMP1236,Christopher Mcgee,HR,Associate,2025-04-07,Mar-2024,61.7,94.0,No,6,Jennifer Guzman
EMP1236,Christopher Mcgee,HR,Associate,2025-04-07,Apr-2024,53.2,86.1,No,6,Jennifer Guzman
EMP1236,Christopher Mcgee,HR,Associate,2025-04-07,May-2024,76.0,85.3,No,6,Jennifer Guzman
EMP1236,Christopher Mcgee,HR,Senior Associate,2025-04-07,Jun-2024,76.5,89.9,No,6,Jennifer Guzman
EMP1236,Christopher Mcgee,HR,Specialist,2025-04-07,Jul-2024,60.9,98.6,No,6,Jennifer Guzman
EMP1236,Christopher Mcgee,HR,Analyst,2025-04-07,Aug-2024,83.0,94.5,No,6,Jennifer Guzman
EMP1236,Christopher Mcgee,HR,Specialist,2025-04-07,Sep-2024,56.1,90.9,No,6,Jennifer Guzman
EMP1236,Christopher Mcgee,HR,Senior Associate,2025-04-07,Oct-2024,78.1,87.7,No,6,Jennifer Guzman
EMP1236,Christopher Mcgee,HR,Analyst,2025-04-07,Nov-2024,80.3,92.5,No,6,Jennifer Guzman
EMP1236,Christopher Mcgee,HR,Analyst,2025-04-07,Dec-2024,75.9,86.2,No,6,Jennifer Guzman
EMP1237,Stephanie Norton,HR,Associate,2023-05-03,Jan-2024,59.7,97.8,Yes,29,Jennifer Guzman
EMP1237,Stephanie Norton,HR,Specialist,2023-05-03,Feb-2024,86.5,91.5,No,29,Jennifer Guzman
EMP1237,Stephanie Norton,HR,Associate,2023-05-03,Mar-2024,69.7,96.5,No,29,Jennifer Guzman
EMP1237,Stephanie Norton,HR,Senior Associate,2023-05-03,Apr-2024,69.8,89.0,No,29,Jennifer Guzman
EMP1237,Stephanie Norton,HR,Analyst,2023-05-03,May-2024,67.9,89.8,No,29,Jennifer Guzman
EMP1237,Stephanie Norton,HR,Senior Associate,2023-05-03,Jun-2024,81.4,92.0,No,29,Jennifer Guzman
EMP1237,Stephanie Norton,HR,Specialist,2023-05-03,Jul-2024,69.3,87.2,No,29,Jennifer Guzman
EMP1237,Stephanie Norton,HR,Specialist,2023-05-03,Aug-2024,63.2,92.6,No,29,Jennifer Guzman
EMP1237,Stephanie Norton,HR,Associate,2023-05-03,Sep-2024,84.3,99.0,No,29,Jennifer Guzman
EMP1237,Stephanie Norton,HR,Senior Associate,2023-05-03,Oct-2024,74.1,90.8,No,29,Jennifer Guzman
EMP1237,Stephanie Norton,HR,Senior Associate,2023-05-03,Nov-2024,84.6,97.1,No,29,Jennifer Guzman
EMP1237,Stephanie Norton,HR,Senior Associate,2023-05-03,Dec-2024,74.8,85.1,No,29,Jennifer Guzman
EMP1238,Mr. Leslie Lopez,HR,Specialist,2025-03-24,Jan-2024,67.3,88.4,No,7,Jennifer Guzman
EMP1238,Mr. Leslie Lopez,HR,Associate,2025-03-24,Feb-2024,57.3,88.0,No,7,Jennifer Guzman
EMP1238,Mr. Leslie Lopez,HR,Analyst,2025-03-24,Mar-2024,76.1,88.9,No,7,Jennifer Guzman
EMP1238,Mr. Leslie Lopez,HR,Specialist,2025-03-24,Apr-2024,71.5,85.8,No,7,Jennifer Guzman
EMP1238,Mr. Leslie Lopez,HR,Senior Associate,2025-03-24,May-2024,81.9,97.8,No,7,Jennifer Guzman
EMP1238,Mr. Leslie Lopez,HR,Analyst,2025-03-24,Jun-2024,68.9,92.2,No,7,Jennifer Guzman
EMP1238,Mr. Leslie Lopez,HR,Associate,2025-03-24,Jul-2024,78.4,88.0,No,7,Jennifer Guzman
EMP1238,Mr. Leslie Lopez,HR,Associate,2025-03-24,Aug-2024,74.4,88.2,No,7,Jennifer Guzman
EMP1238,Mr. Leslie Lopez,HR,Associate,2025-03-24,Sep-2024,66.5,90.7,No,7,Jennifer Guzman
EMP1238,Mr. Leslie Lopez,HR,Associate,2025-03-24,Oct-2024,69.6,98.7,No,7,Jennifer Guzman
EMP1238,Mr. Leslie Lopez,HR,Associate,2025-03-24,Nov-2024,61.5,99.0,No,7,Jennifer Guzman
EMP1238,Mr. Leslie Lopez,HR,Associate,2025-03-24,Dec-2024,92.7,85.7,No,7,Jennifer Guzman
EMP1239,Matthew King,HR,Specialist,2023-06-15,Jan-2024,78.2,94.2,No,28,Jennifer Guzman
EMP1239,Matthew King,HR,Associate,2023-06-15,Feb-2024,60.9,85.6,No,28,Jennifer Guzman
EMP1239,Matthew King,HR,Associate,2023-06-15,Mar-2024,92.0,95.5,No,28,Jennifer Guzman
EMP1239,Matthew King,HR,Specialist,2023-06-15,Apr-2024,63.9,94.6,No,28,Jennifer Guzman
EMP1239,Matthew King,HR,Associate,2023-06-15,May-2024,68.7,91.4,No,28,Jennifer Guzman
EMP1239,Matthew King,HR,Senior Associate,2023-06-15,Jun-2024,72.2,86.9,No,28,Jennifer Guzman
EMP1239,Matthew King,HR,Analyst,2023-06-15,Jul-2024,74.6,89.8,No,28,Jennifer Guzman
EMP1239,Matthew King,HR,Specialist,2023-06-15,Aug-2024,81.6,96.5,No,28,Jennifer Guzman
EMP1239,Matthew King,HR,Senior Associate,2023-06-15,Sep-2024,55.3,97.2,No,28,Jennifer Guzman
EMP1239,Matthew King,HR,Senior Associate,2023-06-15,Oct-2024,74.8,98.0,No,28,Jennifer Guzman
EMP1239,Matthew King,HR,Specialist,2023-06-15,Nov-2024,71.7,93.5,No,28,Jennifer Guzman
EMP1239,Matthew King,HR,Senior Associate,2023-06-15,Dec-2024,76.2,96.4,No,28,Jennifer Guzman
EMP1240,Dustin Houston,HR,Associate,2025-03-27,Jan-2024,71.3,98.2,No,7,Jennifer Guzman
EMP1240,Dustin Houston,HR,Senior Associate,2025-03-27,Feb-2024,70.0,85.3,No,7,Jennifer Guzman
EMP1240,Dustin Houston,HR,Senior Associate,2025-03-27,Mar-2024,73.3,91.7,No,7,Jennifer Guzman
EMP1240,Dustin Houston,HR,Associate,2025-03-27,Apr-2024,91.4,85.1,No,7,Jennifer Guzman
EMP1240,Dustin Houston,HR,Associate,2025-03-27,May-2024,70.2,93.1,Yes,7,Jennifer Guzman
EMP1240,Dustin Houston,HR,Specialist,2025-03-27,Jun-2024,86.0,95.2,No,7,Jennifer Guzman
EMP1240,Dustin Houston,HR,Specialist,2025-03-27,Jul-2024,75.8,93.0,No,7,Jennifer Guzman
EMP1240,Dustin Houston,HR,Senior Associate,2025-03-27,Aug-2024,75.4,91.0,No,7,Jennifer Guzman
EMP1240,Dustin Houston,HR,Associate,2025-03-27,Sep-2024,76.3,89.5,No,7,Jennifer Guzman
EMP1240,Dustin Houston,HR,Analyst,2025-03-27,Oct-2024,79.3,86.9,No,7,Jennifer Guzman
EMP1240,Dustin Houston,HR,Analyst,2025-03-27,Nov-2024,70.9,94.9,No,7,Jennifer Guzman
EMP1240,Dustin Houston,HR,Specialist,2025-03-27,Dec-2024,85.2,92.1,No,7,Jennifer Guzman
EMP1241,Tanya Woods,HR,Specialist,2023-10-19,Jan-2024,79.3,85.9,No,24,Jennifer Guzman
EMP1241,Tanya Woods,HR,Specialist,2023-10-19,Feb-2024,62.2,91.2,No,24,Jennifer Guzman
EMP1241,Tanya Woods,HR,Associate,2023-10-19,Mar-2024,53.1,96.2,No,24,Jennifer Guzman
EMP1241,Tanya Woods,HR,Associate,2023-10-19,Apr-2024,91.0,97.4,No,24,Jennifer Guzman
EMP1241,Tanya Woods,HR,Senior Associate,2023-10-19,May-2024,76.7,99.0,No,24,Jennifer Guzman
EMP1241,Tanya Woods,HR,Associate,2023-10-19,Jun-2024,61.2,97.5,No,24,Jennifer Guzman
EMP1241,Tanya Woods,HR,Analyst,2023-10-19,Jul-2024,70.2,91.4,No,24,Jennifer Guzman
EMP1241,Tanya Woods,HR,Analyst,2023-10-19,Aug-2024,83.4,92.1,No,24,Jennifer Guzman
EMP1241,Tanya Woods,HR,Associate,2023-10-19,Sep-2024,72.7,98.9,No,24,Jennifer Guzman
EMP1241,Tanya Woods,HR,Analyst,2023-10-19,Oct-2024,73.6,93.7,No,24,Jennifer Guzman
EMP1241,Tanya Woods,HR,Senior Associate,2023-10-19,Nov-2024,81.4,90.2,No,24,Jennifer Guzman
EMP1241,Tanya Woods,HR,Specialist,2023-10-19,Dec-2024,77.6,94.3,No,24,Jennifer Guzman
EMP1242,Monica Payne,HR,Specialist,2022-12-04,Jan-2024,80.0,90.3,No,34,Jennifer Guzman
EMP1242,Monica Payne,HR,Senior Associate,2022-12-04,Feb-2024,81.3,90.7,No,34,Jennifer Guzman
EMP1242,Monica Payne,HR,Associate,2022-12-04,Mar-2024,67.5,88.8,No,34,Jennifer Guzman
EMP1242,Monica Payne,HR,Specialist,2022-12-04,Apr-2024,68.4,97.1,No,34,Jennifer Guzman
EMP1242,Monica Payne,HR,Senior Associate,2022-12-04,May-2024,66.4,92.6,No,34,Jennifer Guzman
EMP1242,Monica Payne,HR,Senior Associate,2022-12-04,Jun-2024,68.9,98.0,No,34,Jennifer Guzman
EMP1242,Monica Payne,HR,Senior Associate,2022-12-04,Jul-2024,73.2,90.3,No,34,Jennifer Guzman
EMP1242,Monica Payne,HR,Senior Associate,2022-12-04,Aug-2024,73.9,96.2,No,34,Jennifer Guzman
EMP1242,Monica Payne,HR,Specialist,2022-12-04,Sep-2024,88.2,99.4,No,34,Jennifer Guzman
EMP1242,Monica Payne,HR,Specialist,2022-12-04,Oct-2024,77.1,96.9,No,34,Jennifer Guzman
EMP1242,Monica Payne,HR,Specialist,2022-12-04,Nov-2024,73.4,85.6,No,34,Jennifer Guzman
EMP1242,Monica Payne,HR,Specialist,2022-12-04,Dec-2024,100.0,99.8,No,34,Jennifer Guzman
EMP1243,Brandy Smith,HR,Senior Associate,2023-07-26,Jan-2024,64.4,95.0,No,27,Jennifer Guzman
EMP1243,Brandy Smith,HR,Senior Associate,2023-07-26,Feb-2024,71.5,89.3,No,27,Jennifer Guzman
EMP1243,Brandy Smith,HR,Analyst,2023-07-26,Mar-2024,91.9,91.7,No,27,Jennifer Guzman
EMP1243,Brandy Smith,HR,Specialist,2023-07-26,Apr-2024,91.7,97.5,No,27,Jennifer Guzman
EMP1243,Brandy Smith,HR,Associate,2023-07-26,May-2024,71.3,93.1,No,27,Jennifer Guzman
EMP1243,Brandy Smith,HR,Senior Associate,2023-07-26,Jun-2024,58.3,95.0,No,27,Jennifer Guzman
EMP1243,Brandy Smith,HR,Associate,2023-07-26,Jul-2024,70.1,94.7,No,27,Jennifer Guzman
EMP1243,Brandy Smith,HR,Specialist,2023-07-26,Aug-2024,88.3,87.3,No,27,Jennifer Guzman
EMP1243,Brandy Smith,HR,Specialist,2023-07-26,Sep-2024,73.3,95.9,No,27,Jennifer Guzman
EMP1243,Brandy Smith,HR,Senior Associate,2023-07-26,Oct-2024,81.4,85.3,No,27,Jennifer Guzman
EMP1243,Brandy Smith,HR,Associate,2023-07-26,Nov-2024,74.4,98.2,No,27,Jennifer Guzman
EMP1243,Brandy Smith,HR,Senior Associate,2023-07-26,Dec-2024,60.5,92.9,No,27,Jennifer Guzman
EMP1244,Ashley Mcintosh,HR,Senior Associate,2024-07-08,Jan-2024,74.7,92.4,No,15,Jennifer Guzman
EMP1244,Ashley Mcintosh,HR,Associate,2024-07-08,Feb-2024,82.8,86.8,No,15,Jennifer Guzman
EMP1244,Ashley Mcintosh,HR,Analyst,2024-07-08,Mar-2024,68.8,98.5,No,15,Jennifer Guzman
EMP1244,Ashley Mcintosh,HR,Senior Associate,2024-07-08,Apr-2024,82.5,98.7,No,15,Jennifer Guzman
EMP1244,Ashley Mcintosh,HR,Specialist,2024-07-08,May-2024,75.3,95.2,No,15,Jennifer Guzman
EMP1244,Ashley Mcintosh,HR,Specialist,2024-07-08,Jun-2024,81.9,96.7,No,15,Jennifer Guzman
EMP1244,Ashley Mcintosh,HR,Senior Associate,2024-07-08,Jul-2024,77.7,85.5,Yes,15,Jennifer Guzman
EMP1244,Ashley Mcintosh,HR,Analyst,2024-07-08,Aug-2024,65.0,92.5,No,15,Jennifer Guzman
EMP1244,Ashley Mcintosh,HR,Associate,2024-07-08,Sep-2024,71.6,90.5,No,15,Jennifer Guzman
EMP1244,Ashley Mcintosh,HR,Specialist,2024-07-08,Oct-2024,71.3,91.5,No,15,Jennifer Guzman
EMP1244,Ashley Mcintosh,HR,Specialist,2024-07-08,Nov-2024,68.3,92.6,No,15,Jennifer Guzman
EMP1244,Ashley Mcintosh,HR,Specialist,2024-07-08,Dec-2024,76.9,87.7,No,15,Jennifer Guzman
EMP1245,Diana Chung,HR,Specialist,2025-04-20,Jan-2024,94.0,93.4,No,6,Jennifer Guzman
EMP1245,Diana Chung,HR,Specialist,2025-04-20,Feb-2024,85.2,96.1,No,6,Jennifer Guzman
EMP1245,Diana Chung,HR,Analyst,2025-04-20,Mar-2024,86.7,91.5,No,6,Jennifer Guzman
EMP1245,Diana Chung,HR,Analyst,2025-04-20,Apr-2024,67.8,92.3,No,6,Jennifer Guzman
EMP1245,Diana Chung,HR,Specialist,2025-04-20,May-2024,86.9,89.6,No,6,Jennifer Guzman
EMP1245,Diana Chung,HR,Associate,2025-04-20,Jun-2024,90.4,86.3,No,6,Jennifer Guzman
EMP1245,Diana Chung,HR,Analyst,2025-04-20,Jul-2024,67.5,90.4,No,6,Jennifer Guzman
EMP1245,Diana Chung,HR,Associate,2025-04-20,Aug-2024,78.8,93.9,No,6,Jennifer Guzman
EMP1245,Diana Chung,HR,Analyst,2025-04-20,Sep-2024,79.1,85.1,No,6,Jennifer Guzman
EMP1245,Diana Chung,HR,Specialist,2025-04-20,Oct-2024,72.2,88.0,No,6,Jennifer Guzman
EMP1245,Diana Chung,HR,Analyst,2025-04-20,Nov-2024,76.1,88.9,No,6,Jennifer Guzman
EMP1245,Diana Chung,HR,Specialist,2025-04-20,Dec-2024,79.6,86.0,No,6,Jennifer Guzman
EMP1246,Deborah Newman,HR,Analyst,2025-02-01,Jan-2024,72.9,95.8,No,8,Jennifer Guzman
EMP1246,Deborah Newman,HR,Specialist,2025-02-01,Feb-2024,84.7,98.8,No,8,Jennifer Guzman
EMP1246,Deborah Newman,HR,Associate,2025-02-01,Mar-2024,62.3,92.8,No,8,Jennifer Guzman
EMP1246,Deborah Newman,HR,Analyst,2025-02-01,Apr-2024,71.2,98.6,No,8,Jennifer Guzman
EMP1246,Deborah Newman,HR,Analyst,2025-02-01,May-2024,81.6,98.6,No,8,Jennifer Guzman
EMP1246,Deborah Newman,HR,Specialist,2025-02-01,Jun-2024,92.7,86.8,No,8,Jennifer Guzman
EMP1246,Deborah Newman,HR,Senior Associate,2025-02-01,Jul-2024,85.4,91.2,No,8,Jennifer Guzman
EMP1246,Deborah Newman,HR,Specialist,2025-02-01,Aug-2024,75.9,92.2,No,8,Jennifer Guzman
EMP1246,Deborah Newman,HR,Analyst,2025-02-01,Sep-2024,73.3,89.9,No,8,Jennifer Guzman
EMP1246,Deborah Newman,HR,Senior Associate,2025-02-01,Oct-2024,71.7,99.2,No,8,Jennifer Guzman
EMP1246,Deborah Newman,HR,Senior Associate,2025-02-01,Nov-2024,71.8,95.1,No,8,Jennifer Guzman
EMP1246,Deborah Newman,HR,Specialist,2025-02-01,Dec-2024,57.2,87.4,No,8,Jennifer Guzman
EMP1247,Gloria Mitchell,HR,Analyst,2025-06-13,Jan-2024,92.2,98.0,No,4,Jennifer Guzman
EMP1247,Gloria Mitchell,HR,Associate,2025-06-13,Feb-2024,74.0,94.4,No,4,Jennifer Guzman
EMP1247,Gloria Mitchell,HR,Specialist,2025-06-13,Mar-2024,66.9,99.2,No,4,Jennifer Guzman
EMP1247,Gloria Mitchell,HR,Associate,2025-06-13,Apr-2024,78.7,87.0,No,4,Jennifer Guzman
EMP1247,Gloria Mitchell,HR,Senior Associate,2025-06-13,May-2024,67.6,99.0,No,4,Jennifer Guzman
EMP1247,Gloria Mitchell,HR,Associate,2025-06-13,Jun-2024,83.6,95.8,No,4,Jennifer Guzman
EMP1247,Gloria Mitchell,HR,Senior Associate,2025-06-13,Jul-2024,67.2,91.6,No,4,Jennifer Guzman
EMP1247,Gloria Mitchell,HR,Specialist,2025-06-13,Aug-2024,82.1,94.3,No,4,Jennifer Guzman
EMP1247,Gloria Mitchell,HR,Analyst,2025-06-13,Sep-2024,71.6,99.4,No,4,Jennifer Guzman
EMP1247,Gloria Mitchell,HR,Analyst,2025-06-13,Oct-2024,77.3,98.4,No,4,Jennifer Guzman
EMP1247,Gloria Mitchell,HR,Analyst,2025-06-13,Nov-2024,82.9,92.8,No,4,Jennifer Guzman
EMP1247,Gloria Mitchell,HR,Specialist,2025-06-13,Dec-2024,69.4,91.9,No,4,Jennifer Guzman
EMP1248,Peter Gonzales,HR,Analyst,2024-03-23,Jan-2024,82.6,95.9,No,19,Jennifer Guzman
EMP1248,Peter Gonzales,HR,Senior Associate,2024-03-23,Feb-2024,57.6,91.2,No,19,Jennifer Guzman
EMP1248,Peter Gonzales,HR,Senior Associate,2024-03-23,Mar-2024,89.5,95.7,No,19,Jennifer Guzman
EMP1248,Peter Gonzales,HR,Analyst,2024-03-23,Apr-2024,84.4,85.8,No,19,Jennifer Guzman
EMP1248,Peter Gonzales,HR,Analyst,2024-03-23,May-2024,73.7,88.9,No,19,Jennifer Guzman
EMP1248,Peter Gonzales,HR,Associate,2024-03-23,Jun-2024,86.3,88.6,No,19,Jennifer Guzman
EMP1248,Peter Gonzales,HR,Associate,2024-03-23,Jul-2024,85.1,90.7,No,19,Jennifer Guzman
EMP1248,Peter Gonzales,HR,Analyst,2024-03-23,Aug-2024,74.6,96.2,No,19,Jennifer Guzman
EMP1248,Peter Gonzales,HR,Analyst,2024-03-23,Sep-2024,74.5,99.9,No,19,Jennifer Guzman
EMP1248,Peter Gonzales,HR,Specialist,2024-03-23,Oct-2024,65.8,96.6,No,19,Jennifer Guzman
EMP1248,Peter Gonzales,HR,Senior Associate,2024-03-23,Nov-2024,75.1,88.5,No,19,Jennifer Guzman
EMP1248,Peter Gonzales,HR,Senior Associate,2024-03-23,Dec-2024,60.2,91.1,No,19,Jennifer Guzman
EMP1249,Michael Ruiz,HR,Associate,2025-01-19,Jan-2024,81.9,88.4,No,9,Jennifer Guzman
EMP1249,Michael Ruiz,HR,Specialist,2025-01-19,Feb-2024,82.2,98.8,No,9,Jennifer Guzman
EMP1249,Michael Ruiz,HR,Analyst,2025-01-19,Mar-2024,57.7,92.5,No,9,Jennifer Guzman
EMP1249,Michael Ruiz,HR,Senior Associate,2025-01-19,Apr-2024,88.3,94.1,No,9,Jennifer Guzman
EMP1249,Michael Ruiz,HR,Specialist,2025-01-19,May-2024,68.6,92.6,No,9,Jennifer Guzman
EMP1249,Michael Ruiz,HR,Analyst,2025-01-19,Jun-2024,100.0,87.6,No,9,Jennifer Guzman
EMP1249,Michael Ruiz,HR,Senior Associate,2025-01-19,Jul-2024,76.8,87.0,No,9,Jennifer Guzman
EMP1249,Michael Ruiz,HR,Associate,2025-01-19,Aug-2024,88.5,96.5,No,9,Jennifer Guzman
EMP1249,Michael Ruiz,HR,Associate,2025-01-19,Sep-2024,65.5,92.8,No,9,Jennifer Guzman
EMP1249,Michael Ruiz,HR,Senior Associate,2025-01-19,Oct-2024,71.6,86.7,No,9,Jennifer Guzman
EMP1249,Michael Ruiz,HR,Associate,2025-01-19,Nov-2024,69.4,90.7,No,9,Jennifer Guzman
EMP1249,Michael Ruiz,HR,Senior Associate,2025-01-19,Dec-2024,60.1,96.9,No,9,Jennifer Guzman
EMP1250,Allen Graham,HR,Associate,2023-12-21,Jan-2024,62.3,89.0,No,22,Jennifer Guzman
EMP1250,Allen Graham,HR,Senior Associate,2023-12-21,Feb-2024,73.3,92.6,No,22,Jennifer Guzman
EMP1250,Allen Graham,HR,Associate,2023-12-21,Mar-2024,78.3,93.5,No,22,Jennifer Guzman
EMP1250,Allen Graham,HR,Senior Associate,2023-12-21,Apr-2024,64.5,95.7,No,22,Jennifer Guzman
EMP1250,Allen Graham,HR,Associate,2023-12-21,May-2024,71.0,98.4,No,22,Jennifer Guzman
EMP1250,Allen Graham,HR,Associate,2023-12-21,Jun-2024,67.5,99.6,No,22,Jennifer Guzman
EMP1250,Allen Graham,HR,Senior Associate,2023-12-21,Jul-2024,74.0,85.1,No,22,Jennifer Guzman
EMP1250,Allen Graham,HR,Specialist,2023-12-21,Aug-2024,81.1,91.6,Yes,22,Jennifer Guzman
EMP1250,Allen Graham,HR,Associate,2023-12-21,Sep-2024,75.6,90.1,No,22,Jennifer Guzman
EMP1250,Allen Graham,HR,Senior Associate,2023-12-21,Oct-2024,69.0,92.1,No,22,Jennifer Guzman
EMP1250,Allen Graham,HR,Analyst,2023-12-21,Nov-2024,84.7,94.9,No,22,Jennifer Guzman
EMP1250,Allen Graham,HR,Analyst,2023-12-21,Dec-2024,78.0,91.5,No,22,Jennifer Guzman
EMP1251,Patrick Smith,HR,Senior Associate,2025-07-23,Jan-2024,75.9,89.3,No,3,Jennifer Guzman
EMP1251,Patrick Smith,HR,Associate,2025-07-23,Feb-2024,64.6,85.7,No,3,Jennifer Guzman
EMP1251,Patrick Smith,HR,Analyst,2025-07-23,Mar-2024,83.6,87.4,No,3,Jennifer Guzman
EMP1251,Patrick Smith,HR,Analyst,2025-07-23,Apr-2024,79.0,97.2,No,3,Jennifer Guzman
EMP1251,Patrick Smith,HR,Senior Associate,2025-07-23,May-2024,79.5,89.8,No,3,Jennifer Guzman
EMP1251,Patrick Smith,HR,Associate,2025-07-23,Jun-2024,72.4,93.3,No,3,Jennifer Guzman
EMP1251,Patrick Smith,HR,Analyst,2025-07-23,Jul-2024,70.7,88.8,No,3,Jennifer Guzman
EMP1251,Patrick Smith,HR,Specialist,2025-07-23,Aug-2024,92.2,87.9,No,3,Jennifer Guzman
EMP1251,Patrick Smith,HR,Associate,2025-07-23,Sep-2024,70.5,92.3,No,3,Jennifer Guzman
EMP1251,Patrick Smith,HR,Analyst,2025-07-23,Oct-2024,62.9,90.3,No,3,Jennifer Guzman
EMP1251,Patrick Smith,HR,Analyst,2025-07-23,Nov-2024,76.4,94.6,No,3,Jennifer Guzman
EMP1251,Patrick Smith,HR,Specialist,2025-07-23,Dec-2024,74.5,85.4,No,3,Jennifer Guzman
EMP1252,Kenneth Walker,HR,Specialist,2024-02-29,Jan-2024,85.2,89.5,No,20,Jennifer Guzman
EMP1252,Kenneth Walker,HR,Specialist,2024-02-29,Feb-2024,73.1,86.4,No,20,Jennifer Guzman
EMP1252,Kenneth Walker,HR,Associate,2024-02-29,Mar-2024,80.8,93.6,No,20,Jennifer Guzman
EMP1252,Kenneth Walker,HR,Specialist,2024-02-29,Apr-2024,89.1,85.8,No,20,Jennifer Guzman
EMP1252,Kenneth Walker,HR,Analyst,2024-02-29,May-2024,78.4,88.1,No,20,Jennifer Guzman
EMP1252,Kenneth Walker,HR,Senior Associate,2024-02-29,Jun-2024,65.1,92.6,No,20,Jennifer Guzman
EMP1252,Kenneth Walker,HR,Analyst,2024-02-29,Jul-2024,57.3,99.2,No,20,Jennifer Guzman
EMP1252,Kenneth Walker,HR,Analyst,2024-02-29,Aug-2024,78.7,97.6,No,20,Jennifer Guzman
EMP1252,Kenneth Walker,HR,Senior Associate,2024-02-29,Sep-2024,71.2,86.6,No,20,Jennifer Guzman
EMP1252,Kenneth Walker,HR,Associate,2024-02-29,Oct-2024,77.0,92.4,No,20,Jennifer Guzman
EMP1252,Kenneth Walker,HR,Associate,2024-02-29,Nov-2024,74.5,90.5,No,20,Jennifer Guzman
EMP1252,Kenneth Walker,HR,Analyst,2024-02-29,Dec-2024,62.7,94.6,No,20,Jennifer Guzman
EMP1253,Emily Hernandez,HR,Senior Associate,2024-08-27,Jan-2024,73.0,89.1,No,14,Jennifer Guzman
EMP1253,Emily Hernandez,HR,Analyst,2024-08-27,Feb-2024,64.6,98.3,No,14,Jennifer Guzman
EMP1253,Emily Hernandez,HR,Analyst,2024-08-27,Mar-2024,69.8,96.8,No,14,Jennifer Guzman
EMP1253,Emily Hernandez,HR,Specialist,2024-08-27,Apr-2024,83.5,85.5,No,14,Jennifer Guzman
EMP1253,Emily Hernandez,HR,Senior Associate,2024-08-27,May-2024,75.3,89.5,No,14,Jennifer Guzman
EMP1253,Emily Hernandez,HR,Analyst,2024-08-27,Jun-2024,80.2,90.4,No,14,Jennifer Guzman
EMP1253,Emily Hernandez,HR,Senior Associate,2024-08-27,Jul-2024,76.1,91.6,No,14,Jennifer Guzman
EMP1253,Emily Hernandez,HR,Analyst,2024-08-27,Aug-2024,71.8,99.2,No,14,Jennifer Guzman
EMP1253,Emily Hernandez,HR,Analyst,2024-08-27,Sep-2024,77.1,92.2,No,14,Jennifer Guzman
EMP1253,Emily Hernandez,HR,Associate,2024-08-27,Oct-2024,58.8,95.5,No,14,Jennifer Guzman
EMP1253,Emily Hernandez,HR,Associate,2024-08-27,Nov-2024,82.0,87.8,No,14,Jennifer Guzman
EMP1253,Emily Hernandez,HR,Associate,2024-08-27,Dec-2024,66.6,93.6,No,14,Jennifer Guzman
EMP1254,Michael Roberts,HR,Specialist,2024-04-22,Jan-2024,79.5,99.1,No,18,Jennifer Guzman
EMP1254,Michael Roberts,HR,Associate,2024-04-22,Feb-2024,71.4,92.8,No,18,Jennifer Guzman
EMP1254,Michael Roberts,HR,Senior Associate,2024-04-22,Mar-2024,62.7,85.7,No,18,Jennifer Guzman
EMP1254,Michael Roberts,HR,Senior Associate,2024-04-22,Apr-2024,68.2,89.0,No,18,Jennifer Guzman
EMP1254,Michael Roberts,HR,Analyst,2024-04-22,May-2024,79.6,99.2,No,18,Jennifer Guzman
EMP1254,Michael Roberts,HR,Senior Associate,2024-04-22,Jun-2024,96.0,90.9,No,18,Jennifer Guzman
EMP1254,Michael Roberts,HR,Senior Associate,2024-04-22,Jul-2024,73.9,92.7,No,18,Jennifer Guzman
EMP1254,Michael Roberts,HR,Associate,2024-04-22,Aug-2024,94.4,89.0,No,18,Jennifer Guzman
EMP1254,Michael Roberts,HR,Associate,2024-04-22,Sep-2024,58.7,95.6,No,18,Jennifer Guzman
